日,気圧(hPa),降水量(mm),気温(℃),湿度(％),風向・風速(m/s),日照時間(h),雪(cm),天気概況
現地,海面
平均,平均,合計,最大,平均,最高,最低,平均,最小,平均風速,最大風速,最大瞬間風速,降雪,最深積雪,昼(06:00-18:00),夜(18:00-翌日06:00)
1時間,10分間,風速,風向,風速,風向,合計,値
1,1003.3,1006.1,--,--,--,28.5,33.5,24.5,74,51,2.4,4.6,東南東,9.5,東,9.3,--,--,薄曇一時晴,曇時々晴
2,1004.1,1006.8,--,--,--,28.7,33.9,25.4,74,54,2.6,5.5,南東,8.9,南南東,6.0,--,--,曇後晴,曇時々晴
3,1005.5,1008.2,--,--,--,29.4,34.6,26.0,73,53,2.6,4.7,南東,7.1,南南東,8.9,--,--,晴一時曇,晴後一時曇
4,1005.4,1008.2,--,--,--,30.0,35.3,25.4,67,50,2.5,6.3,南東,9.3,南東,10.0,--,--,晴,晴
5,1004.7,1007.4,--,--,--,30.0,35.0,26.1,72,55,2.6,5.9,南東,9.4,南東,7.8,--,--,薄曇一時晴,曇一時晴
6,1004.0,1006.7,--,--,--,29.9,33.5,26.6,74,56,2.3,3.9,東南東,7.2,東,1.8,--,--,曇,曇、雷を伴う
7,1001.9,1004.7,76.5,49.5,18.0,28.9,34.6,23.9,80,53,2.6,6.6,南東,10.1,南南東,4.6,--,--,薄曇後一時晴,大雨時々曇、雷を伴う
8,1000.9,1003.7,0.0,0.0,0.0,28.1,33.9,24.4,87,59,2.2,5.3,南南東,8.2,南南東,4.0,--,--,晴時々曇,晴
9,999.2,1001.9,--,--,--,30.0,35.3,26.6,74,52,2.7,5.6,東北東,9.4,東北東,8.6,--,--,晴一時曇,晴一時曇
10,997.8,1000.5,--,--,--,30.0,34.9,26.8,69,45,2.7,5.3,北北東,11.0,北北東,8.6,--,--,晴後薄曇,晴時々曇
11,996.4,999.0,--,--,--,31.5,35.9,27.4,66,48,2.8,6.3,南南東,9.6,南東,10.7,--,--,晴後薄曇,晴
12,998.4,1001.1,--,--,--,31.2,35.5,28.3,70,56,3.9,7.2,南,13.1,南南東,11.6,--,--,晴,晴
13,1003.9,1006.6,--,--,--,30.8,34.9,27.7,73,47,3.6,6.0,南,10.3,南,10.4,--,--,晴,晴一時曇
14,1004.9,1007.6,0.0,0.0,0.0,30.4,34.7,27.4,74,58,2.7,6.7,南南東,10.1,南南東,4.9,--,--,晴,晴時々曇
15,1004.3,1007.0,0.0,0.0,0.0,30.3,35.7,26.8,75,47,2.7,6.3,南南東,10.3,南南東,6.7,--,--,晴時々薄曇,曇後雨
16,999.7,1002.4,90.0,23.0,9.0,26.7,29.1,25.2,95,83,4.2,7.3,北北東,16.3,北北東,0.0,--,--,大雨、雷を伴う,雨後曇
17,1002.4,1005.1,0.0,0.0,0.0,30.4,35.9,25.4,74,47,2.7,5.4,南,10.8,北西,8.5,--,--,晴後一時雨,晴後曇
18,1006.8,1009.5,0.0,0.0,0.0,29.7,34.0,26.9,82,60,2.5,5.0,南東,8.0,南東,4.9,--,--,曇後晴,晴一時曇
19,1009.1,1011.8,22.0,22.0,10.5,29.2,34.5,23.3,83,61,2.4,9.5,西北西,18.8,北西,7.0,--,--,曇時々晴,雨時々曇、雷を伴う
20,1010.2,1012.9,0.5,0.5,0.5,28.3,34.7,23.5,81,45,2.4,6.1,南南東,9.6,南東,8.2,--,--,晴一時雨,曇一時晴
21,1010.0,1012.8,21.0,20.5,10.5,28.3,33.6,24.6,83,58,2.8,7.0,南南東,11.5,南,5.2,--,--,曇時々晴,曇一時雨、雷を伴う
22,1009.8,1012.6,16.0,14.0,8.0,27.5,30.5,25.1,91,78,3.1,6.2,南南東,9.9,南,2.1,--,--,曇時々雨、雷を伴う,曇
23,1009.3,1012.0,0.0,0.0,0.0,28.9,32.3,27.0,83,69,4.0,6.5,南南東,11.1,南南東,5.2,--,--,曇後晴,曇時々晴
24,1009.0,1011.7,1.0,1.0,0.5,29.4,34.4,25.4,80,62,3.2,6.4,南南東,11.0,南南東,7.9,--,--,晴時々曇,曇一時雨後一時晴、雷を伴う
25,1008.8,1011.5,1.5,1.5,1.5,28.6,33.5,25.3,83,63,3.5,7.8,南,12.0,南,7.4,--,--,晴時々曇一時雨,晴
26,1009.4,1012.1,--,--,--,29.2,33.6,25.9,76,58,4.4,7.7,南,12.4,南,10.0,--,--,晴後一時薄曇,晴時々薄曇一時雨、雷を伴う
27,1009.2,1011.9,30.0,22.0,9.5,27.7,31.5,24.5,85,68,4.7,8.1,南,13.5,南,4.0,--,--,曇時々雨,曇
28,1009.2,1011.9,0.0,0.0,0.0,28.0,31.4,26.2,82,65,3.5,6.1,南東,10.0,南南東,2.4,--,--,曇,晴後一時薄曇
29,1008.9,1011.7,23.0,10.5,5.0,27.1,31.4,25.4,89,63,2.7,5.4,東南東,11.7,東南東,1.5,--,--,薄曇時々雨,大雨
30,1004.5,1007.3,84.0,16.0,6.5,26.0,27.6,25.0,99,94,3.2,7.5,南東,13.0,南東,0.0,--,--,大雨後時々曇,雨時々曇
31,1001.6,1004.3,15.5,3.5,2.5,27.1,31.1,24.7,95,77,3.6,7.4,南南東,11.8,南東,1.6,--,--,曇時々雨,雨後一時薄曇、雷を伴う
